,path,Total,Total Entity,B Entity
1724,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'prep']",1,0,0
1725,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'nmod', 'amod']",1,0,0
1726,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'nmod']",1,0,0
1727,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj']",1,0,0
1728,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1729,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'npadvmod', 'amod']",1,0,0
1730,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'npadvmod']",1,0,0
1731,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'punct']",2,0,0
1732,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'nsubj']",1,0,0
1733,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl']",1,0,0
1734,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'dobj']",2,0,0
1735,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'prep']",1,0,0
1736,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'prep', 'pobj']",1,0,0
1737,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl']",1,0,0
1738,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl', 'dobj']",1,0,0
1739,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl', 'advmod']",1,0,0
1740,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl', 'advmod', 'npadvmod']",1,0,0
1741,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl', 'advmod', 'prep']",1,0,0
1742,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl', 'advmod', 'prep', 'pobj']",1,0,0
1743,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'relcl', 'advcl', 'prep', 'pobj']",1,0,0
1744,"['root', 'advcl', 'dobj', 'compound', 'compound']",1,0,0
1745,"['root', 'advcl', 'prep', 'pobj', 'prep', 'advmod']",1,0,0
1746,"['root', 'advcl', 'prep', 'pobj', 'acl', 'mark']",1,0,0
1747,"['root', 'advcl', 'prep', 'pobj', 'acl', 'nsubj', 'poss']",1,0,0
1748,"['root', 'advcl', 'prep', 'pobj', 'acl', 'nsubj']",1,0,0
1749,"['root', 'advcl', 'prep', 'pobj', 'acl', 'nsubj', 'compound', 'compound']",1,1,1
1750,"['root', 'advcl', 'prep', 'pobj', 'acl', 'nsubj', 'compound']",1,1,0
1751,"['root', 'advcl', 'prep', 'pobj', 'acl', 'dobj', 'amod']",1,0,0
1752,"['root', 'acomp', 'punct']",1,0,0
1753,"['root', 'conj', 'advmod', 'npadvmod', 'advmod']",1,0,0
1754,"['root', 'conj', 'advmod', 'prep', 'pobj', 'nummod']",1,0,0
1755,"['root', 'nsubj', 'nmod', 'amod']",1,0,0
1756,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj', 'det']",1,0,0
1757,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj']",1,0,0
1758,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl']",1,0,0
1759,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj', 'prep', 'pobj', 'compound']",1,1,1
1760,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj', 'prep', 'pobj']",1,1,0
1761,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj', 'relcl']",1,0,0
1762,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj', 'relcl', 'prep', 'pobj']",1,0,0
1763,"['root', 'ccomp', 'prep', 'pobj', 'appos', 'relcl', 'prep', 'pobj']",1,1,1
1764,"['root', 'ccomp', 'advmod', 'neg']",2,0,0
1765,"['root', 'dobj', 'nmod', 'nummod']",1,1,0
1766,"['root', 'advcl', 'ccomp', 'dobj', 'poss']",1,0,0
1767,"['root', 'advcl', 'ccomp', 'dative']",1,0,0
1768,"['root', 'advcl', 'ccomp', 'dative', 'pobj', 'compound', 'compound']",1,1,1
1769,"['root', 'advcl', 'ccomp', 'dative', 'pobj', 'compound']",2,1,1
1770,"['root', 'advcl', 'ccomp', 'dative', 'pobj']",1,1,0
1771,"['root', 'advmod', 'prep']",1,0,0
1772,"['root', 'advmod', 'prep', 'pobj', 'amod']",1,0,0
1773,"['root', 'advmod', 'prep', 'pobj']",1,0,0
1774,"['root', 'advmod', 'prep', 'pobj', 'compound']",1,0,0
1775,"['root', 'advmod', 'prep', 'pobj', 'relcl', 'aux']",1,0,0
1776,"['root', 'advmod', 'prep', 'pobj', 'relcl']",1,0,0
1777,"['root', 'advmod', 'prep', 'pobj', 'relcl', 'dobj']",1,0,0
1778,"['root', 'advmod', 'prep', 'pobj', 'relcl', 'prep']",1,0,0
1779,"['root', 'advmod', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'det']",2,0,0
1780,"['root', 'advmod', 'prep', 'pobj', 'relcl', 'prep', 'pobj']",1,1,1
1781,"['root', 'prep', 'pobj', 'acl', 'mark']",1,0,0
1782,"['root', 'prep', 'pobj', 'acl', 'nsubj']",1,0,0
1783,"['root', 'prep', 'pobj', 'acl', 'acomp']",1,0,0
1784,"['root', 'prep', 'pobj', 'acl', 'acomp', 'cc']",1,0,0
1785,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj', 'advmod']",1,0,0
1786,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj']",1,0,0
1787,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj', 'prep']",2,0,0
1788,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj', 'prep', 'pobj', 'amod']",1,0,0
1789,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj', 'prep', 'pobj']",2,0,0
1790,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj', 'prep', 'pobj', 'compound', 'nummod']",1,0,0
1791,"['root', 'prep', 'pobj', 'acl', 'acomp', 'conj', 'prep', 'pobj', 'compound', 'amod']",1,0,0
1792,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1793,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
1794,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'poss']",1,0,0
1795,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'cc']",1,0,0
1796,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'conj']",1,0,0
1797,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'compound']",2,1,1
1798,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'relcl', 'nsubj']",1,0,0
1799,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'relcl']",1,0,0
1800,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'relcl', 'advmod']",1,0,0
1801,"['root', 'dobj', 'prep', 'pobj', 'poss']",1,1,1
1802,"['root', 'dobj', 'prep', 'pobj', 'poss', 'case']",1,0,0
1803,"['root', 'dobj', 'prep', 'pobj', 'nmod']",3,0,0
1804,"['root', 'dobj', 'prep', 'pobj', 'nmod', 'punct']",2,0,0
1805,"['root', 'dobj', 'prep', 'pobj', 'appos', 'punct']",2,0,0
1806,"['root', 'dobj', 'prep', 'pobj', 'appos', 'dep', 'nmod']",1,0,0
1807,"['root', 'dobj', 'prep', 'pobj', 'appos', 'dep']",1,0,0
1808,"['root', 'dobj', 'prep', 'pobj', 'appos', 'prep']",1,0,0
1809,"['root', 'dobj', 'prep', 'pobj', 'appos', 'prep', 'pobj']",2,0,0
1810,"['root', 'dobj', 'amod', 'npadvmod']",1,0,0
1811,"['root', 'prep', 'pobj', 'acl', 'prep']",4,0,0
1812,"['root', 'prep', 'pobj', 'acl', 'prep', 'punct']",2,0,0
1813,"['root', 'prep', 'pobj', 'acl', 'prep', 'pobj', 'amod']",2,0,0
1814,"['root', 'prep', 'pobj', 'acl', 'prep', 'pobj', 'amod', 'cc']",1,0,0
1815,"['root', 'prep', 'pobj', 'acl', 'prep', 'pobj', 'amod', 'conj']",1,0,0
1816,"['root', 'prep', 'pobj', 'acl', 'agent']",1,0,0
1817,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj']",1,1,1
1818,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'punct']",1,0,0
1819,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'relcl', 'nsubj']",1,0,0
1820,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'relcl']",1,0,0
1821,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'relcl', 'aux']",1,0,0
1822,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'relcl', 'dobj', 'poss']",1,0,0
1823,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'relcl', 'dobj']",1,0,0
1824,"['root', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'relcl', 'dobj', 'amod']",1,0,0
1825,"['root', 'ccomp', 'advmod', 'advmod']",2,0,0
1826,"['root', 'ccomp', 'prep', 'pcomp', 'dobj', 'nummod']",1,0,0
1827,"['root', 'attr', 'cc']",1,0,0
1828,"['root', 'attr', 'conj']",1,0,0
1829,"['root', 'attr', 'conj', 'amod']",1,0,0
1830,"['root', 'dobj', 'prep', 'pcomp', 'dobj']",1,1,1
1831,"['root', 'dobj', 'prep', 'pcomp', 'cc']",2,0,0
1832,"['root', 'dobj', 'prep', 'pcomp', 'cc', 'advmod']",1,0,0
1833,"['root', 'dobj', 'prep', 'pcomp', 'conj']",1,0,0
1834,"['root', 'dobj', 'prep', 'pcomp', 'conj', 'dobj']",1,0,0
1835,"['root', 'dobj', 'prep', 'pcomp', 'conj', 'prep', 'pobj', 'poss']",1,0,0
1836,"['root', 'dobj', 'prep', 'pcomp', 'conj', 'prep', 'pobj']",1,0,0
1837,"['root', 'dobj', 'prep', 'pcomp', 'conj', 'prep', 'pobj', 'prep']",1,0,0
1838,"['root', 'dobj', 'prep', 'pcomp', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,1,1
1839,"['root', 'xcomp', 'auxpass']",1,0,0
1840,"['root', 'xcomp', 'prep', 'pobj', 'nummod']",1,0,0
1841,"['root', 'xcomp', 'prep', 'pobj', 'punct']",4,0,0
1842,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'xcomp', 'advmod']",1,0,0
1843,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'xcomp']",1,0,0
1844,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'nsubj', 'det']",2,0,0
1845,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'nsubj']",1,1,0
1846,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'nsubj', 'compound']",1,1,1
1847,"['root', 'xcomp', 'prep', 'pobj', 'relcl']",1,0,0
1848,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'xcomp', 'prep']",1,0,0
1849,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'xcomp', 'prep', 'pobj', 'det']",1,0,0
1850,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'xcomp', 'prep', 'pobj']",1,0,0
1851,"['root', 'xcomp', 'prep', 'pobj', 'relcl', 'xcomp', 'prep', 'pobj', 'compound']",1,0,0
1852,"['root', 'conj', 'nsubjpass', 'amod']",1,1,1
1853,"['root', 'conj', 'xcomp', 'advmod']",1,0,0
1854,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'prep']",2,1,0
1855,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,0
1856,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'prep', 'pobj']",1,1,0
1857,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'acl']",1,0,0
1858,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'acl', 'cc']",1,0,0
1859,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'acl', 'conj']",1,0,0
1860,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'acl', 'conj', 'dobj']",1,0,0
1861,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'acl', 'conj', 'dobj', 'prep', 'pobj', 'poss']",1,0,0
1862,"['root', 'ccomp', 'xcomp', 'prep', 'pobj', 'acl', 'conj', 'dobj', 'prep', 'pobj']",1,0,0
1863,"['root', 'nsubj', 'predet']",1,0,0
1864,"['root', 'advcl', 'xcomp', 'aux']",4,0,0
1865,"['root', 'advcl', 'xcomp']",2,0,0
1866,"['root', 'advcl', 'xcomp', 'dobj']",2,0,0
1867,"['root', 'advcl', 'xcomp', 'ccomp', 'xcomp', 'dobj']",1,0,0
1868,"['root', 'advcl', 'xcomp', 'ccomp', 'xcomp']",1,0,0
1869,"['root', 'advcl', 'xcomp', 'ccomp', 'nsubjpass']",1,0,0
1870,"['root', 'advcl', 'xcomp', 'ccomp']",1,0,0
1871,"['root', 'advcl', 'xcomp', 'ccomp', 'auxpass']",1,0,0
1872,"['root', 'advcl', 'xcomp', 'ccomp', 'neg']",2,0,0
1873,"['root', 'advcl', 'dobj', 'compound']",1,0,0
1874,"['root', 'advcl', 'dobj', 'prep']",5,0,0
1875,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'nummod']",1,0,0
1876,"['root', 'advcl', 'dobj', 'prep', 'pobj']",6,0,0
1877,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'nummod', 'cc']",2,0,0
1878,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'nummod', 'conj']",1,0,0
1879,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'compound']",1,0,0
1880,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'conj']",1,0,0
1881,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'conj', 'dobj']",1,0,0
1882,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'conj', 'dobj', 'compound']",1,0,0
1883,"['root', 'dobj', 'prep', 'pobj', 'nummod', 'compound']",2,0,0
1884,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1885,"['root', 'dobj', 'prep', 'pobj', 'amod', 'npadvmod', 'compound']",1,0,0
1886,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep']",1,0,0
1887,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'det']",2,0,0
1888,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'compound']",1,0,0
1889,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl']",1,0,0
1890,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'dobj']",1,0,0
1891,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'prep']",1,0,0
1892,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'prep', 'pobj']",1,0,0
1893,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'advcl', 'advmod']",1,0,0
1894,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'advcl']",1,0,0
1895,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'advcl', 'nsubj', 'det']",1,0,0
1896,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'advcl', 'nsubj']",1,0,0
1897,"['root', 'dobj', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'acl', 'advcl', 'nsubj', 'amod']",1,0,0
1898,"['root', 'ccomp', 'dobj', 'nummod', 'compound']",2,0,0
1899,"['root', 'ccomp', 'dative']",1,0,0
1900,"['root', 'ccomp', 'dative', 'pobj']",1,0,0
1901,"['root', 'ccomp', 'dative', 'pobj', 'acl']",1,0,0
1902,"['root', 'ccomp', 'dative', 'pobj', 'acl', 'dobj', 'compound']",1,1,1
1903,"['root', 'ccomp', 'dative', 'pobj', 'acl', 'dobj']",1,0,0
1904,"['root', 'ccomp', 'dative', 'pobj', 'acl', 'prep']",1,0,0
1905,"['root', 'ccomp', 'dative', 'pobj', 'acl', 'prep', 'pobj']",1,0,0
1906,"['root', 'ccomp', 'advcl', 'dobj', 'nummod']",1,0,0
1907,"['root', 'dative']",2,0,0
1908,"['root', 'dative', 'pobj']",2,0,0
1909,"['root', 'dative', 'pobj', 'acl']",1,0,0
1910,"['root', 'dative', 'pobj', 'acl', 'prt']",1,0,0
1911,"['root', 'dative', 'pobj', 'acl', 'dobj', 'amod']",1,0,0
1912,"['root', 'dative', 'pobj', 'acl', 'dobj']",1,0,0
1913,"['root', 'advcl', 'dobj', 'nummod']",1,0,0
1914,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'det']",1,0,0
1915,"['root', 'ccomp', 'nsubj', 'compound', 'appos', 'compound']",2,2,1
1916,"['root', 'ccomp', 'nsubj', 'compound', 'appos']",1,1,0
1917,"['root', 'ccomp', 'nsubj', 'compound', 'case']",1,0,0
1918,"['root', 'ccomp', 'prep', 'pobj', 'compound', 'nummod', 'amod']",1,0,0
1919,"['root', 'ccomp', 'prep', 'pobj', 'compound', 'nummod']",1,0,0
1920,"['root', 'ccomp', 'prep', 'pobj', 'compound', 'nummod', 'quantmod']",2,0,0
1921,"['root', 'nsubj', 'compound', 'compound', 'amod']",1,0,0
1922,"['root', 'dobj', 'prep', 'pobj', 'advmod']",1,0,0
1923,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'npadvmod', 'nummod']",1,0,0
1924,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'npadvmod']",1,0,0
1925,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep']",1,0,0
1926,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'det']",2,0,0
1927,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'nummod', 'compound']",1,0,0
1928,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'acl']",1,0,0
1929,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'acl', 'prep']",1,0,0
1930,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'acl', 'prep', 'pobj']",1,0,0
1931,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'acl', 'prep', 'pobj', 'amod']",1,0,0
1932,"['root', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'acl', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
1933,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'aux']",1,0,0
1934,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'advmod']",2,0,0
1935,"['root', 'ccomp', 'prep', 'pobj', 'cc']",5,0,0
1936,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'det']",2,0,0
1937,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'prep']",1,0,0
1938,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'amod']",1,0,0
1939,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'prep', 'pobj']",1,0,0
1940,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl']",1,0,0
1941,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'acomp']",1,0,0
1942,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'prep']",1,0,0
1943,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'prep', 'pobj', 'amod']",1,0,0
1944,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'conj']",1,0,0
1945,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'conj', 'dobj', 'nmod']",1,0,0
1946,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'conj', 'dobj']",1,0,0
1947,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'conj', 'dobj', 'nmod', 'conj']",1,0,0
1948,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'relcl', 'conj', 'dobj', 'nmod', 'conj', 'conj']",1,0,0
1949,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'amod']",3,1,1
1950,"['root', 'ccomp', 'prep', 'npadvmod', 'nummod']",1,0,0
1951,"['root', 'ccomp', 'prep', 'npadvmod']",1,0,0
1952,"['root', 'attr', 'nummod', 'compound']",1,0,0
1953,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'amod']",2,0,0
1954,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'prep']",1,0,0
1955,"['root', 'advcl', 'dobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
1956,"['root', 'advcl', 'dobj', 'cc']",1,0,0
1957,"['root', 'advcl', 'dobj', 'conj', 'amod']",1,0,0
1958,"['root', 'advcl', 'dobj', 'conj']",1,0,0
1959,"['root', 'acomp', 'xcomp', 'dobj', 'compound', 'amod']",1,0,0
1960,"['root', 'acomp', 'xcomp', 'dobj', 'compound']",1,0,0
1961,"['root', 'acomp', 'xcomp', 'dobj']",1,0,0
1962,"['root', 'acomp', 'xcomp', 'dobj', 'relcl']",1,0,0
1963,"['root', 'acomp', 'xcomp', 'dobj', 'relcl', 'cc']",2,0,0
1964,"['root', 'acomp', 'xcomp', 'dobj', 'relcl', 'conj']",1,0,0
1965,"['root', 'acomp', 'xcomp', 'dobj', 'relcl', 'conj', 'dobj', 'amod']",1,0,0
1966,"['root', 'acomp', 'xcomp', 'dobj', 'relcl', 'conj', 'dobj']",1,0,0
1967,"['root', 'acomp', 'xcomp', 'dobj', 'relcl', 'conj', 'dobj', 'amod', 'conj']",1,0,0
1968,"['root', 'npadvmod', 'npadvmod']",1,0,0
1969,"['root', 'npadvmod', 'npadvmod', 'nummod']",1,0,0
1970,"['root', 'attr', 'prep', 'pobj', 'appos', 'compound']",1,1,1
1971,"['root', 'attr', 'prep', 'pobj', 'appos']",1,1,0
1972,"['root', 'attr', 'prep', 'pobj', 'acl']",1,0,0
1973,"['root', 'attr', 'prep', 'pobj', 'acl', 'npadvmod']",1,0,0
1974,"['root', 'attr', 'prep', 'pobj', 'acl', 'npadvmod', 'nummod']",1,0,0
1975,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl']",1,0,0
1976,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'aux']",1,0,0
1977,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp']",1,0,0
1978,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'cc']",1,0,0
1979,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'conj']",1,0,0
1980,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'conj', 'dobj', 'nmod']",1,0,0
1981,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'conj', 'dobj']",1,0,0
1982,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'conj', 'dobj', 'nmod', 'cc']",2,0,0
1983,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'xcomp', 'conj', 'dobj', 'nmod', 'conj']",1,0,0
1984,"['root', 'advcl', 'oprd', 'punct']",6,0,0
1985,"['root', 'advcl', 'oprd', 'conj']",1,0,0
1986,"['root', 'advcl', 'oprd', 'conj', 'conj']",1,0,0
1987,"['root', 'advcl', 'oprd', 'conj', 'conj', 'amod']",1,0,0
1988,"['root', 'advcl', 'dobj', 'acl', 'aux']",1,0,0
1989,"['root', 'advcl', 'dobj', 'acl']",1,0,0
1990,"['root', 'advcl', 'dobj', 'acl', 'dobj']",1,0,0
1991,"['root', 'nsubjpass', 'prep', 'pobj', 'poss']",1,1,1
1992,"['root', 'nsubjpass', 'prep', 'pobj', 'poss', 'case']",1,0,0
1993,"['root', 'nmod', 'punct']",4,0,0
1994,"['root', 'npadvmod', 'prep']",1,0,0
1995,"['root', 'npadvmod', 'prep', 'pobj', 'nummod']",2,0,0
1996,"['root', 'npadvmod', 'prep', 'pobj', 'punct']",1,0,0
1997,"['root', 'pobj']",2,0,0
1998,"['root', 'pobj', 'prep']",1,0,0
1999,"['root', 'pobj', 'prep', 'pobj']",1,0,0
2000,"['root', 'appos', 'nummod', 'compound']",2,0,0
2001,"['root', 'dobj', 'poss', 'case', 'punct']",1,0,0
2002,"['root', 'dobj', 'poss', 'case']",1,0,0
2003,"['root', 'advcl', 'agent', 'pobj', 'det']",2,1,0
2004,"['root', 'advcl', 'agent', 'pobj', 'compound']",2,2,1
2005,"['root', 'appos', 'npadvmod', 'nmod']",1,0,0
2006,"['root', 'npadvmod', 'nmod', 'nmod']",1,0,0
2007,"['root', 'npadvmod', 'nmod']",3,0,0
2008,"['root', 'npadvmod', 'nmod', 'nummod']",2,0,0
2009,"['root', 'nummod', 'appos', 'nummod']",1,0,0
2010,"['root', 'nummod', 'appos']",2,0,0
2011,"['root', 'nummod', 'nmod', 'nummod']",1,0,0
2012,"['root', 'nummod', 'nmod']",2,0,0
2013,"['root', 'appos', 'nmod', 'nmod', 'nummod']",1,0,0
2014,"['root', 'appos', 'nmod', 'nummod']",1,0,0
2015,"['root', 'ccomp', 'prep', 'pobj', 'poss']",1,0,0
2016,"['root', 'prep', 'pobj', 'compound', 'nummod']",1,0,0
2017,"['root', 'dative', 'pobj', 'relcl', 'dep', 'poss']",1,0,0
2018,"['root', 'dative', 'pobj', 'relcl', 'dep']",1,0,0
2019,"['root', 'dative', 'pobj', 'relcl']",1,0,0
2020,"['root', 'dative', 'pobj', 'relcl', 'nsubj']",1,0,0
2021,"['root', 'dative', 'pobj', 'relcl', 'ccomp']",1,0,0
2022,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep']",1,0,0
2023,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'nummod']",1,0,0
2024,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj']",1,0,0
2025,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'compound']",1,0,0
2026,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep']",1,0,0
2027,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'det']",1,0,0
2028,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
